id_viaje,id_pasajero,id_unidad,costo_aplicado,fecha_hora,id_escuela
100470,1002,BUS-TEC-01,6.00,2026-03-22 19:32:55,TEC DE MONTERREY
100217,1002,BUS-TEC-02,6.00,2026-03-22 19:36:55,TEC DE MONTERREY
100239,1002,BUS-TEC-01,6.00,2026-03-22 20:39:18,TEC DE MONTERREY
100225,1002,BUS-TEC-02,6.00,2026-03-23 06:14:11,TEC DE MONTERREY
100173,1004,BUS-TEC-02,10.00,2026-03-23 07:03:53,NINGUNA
100939,1001,BUS-BUAP-01,5.00,2026-03-23 07:04:32,BUAP
100014,1002,BUS-TEC-02,6.00,2026-03-23 07:09:28,TEC DE MONTERREY
100300,1002,BUS-TEC-01,6.00,2026-03-23 07:19:27,TEC DE MONTERREY
100445,1001,BUS-BUAP-01,5.00,2026-03-23 07:20:23,BUAP
100952,1004,BUS-TEC-01,10.00,2026-03-23 07:21:16,NINGUNA
100751,1001,BUS-BUAP-01,5.00,2026-03-23 07:22:02,BUAP
100016,1004,BUS-BUAP-02,10.00,2026-03-23 07:48:28,NINGUNA
100037,1003,BUS-IPN-01,5.50,2026-03-23 08:01:01,IPN
100238,1001,BUS-BUAP-02,5.00,2026-03-23 08:06:05,BUAP
101163,1003,BUS-IPN-02,5.50,2026-03-23 08:15:27,IPN
101316,1001,BUS-BUAP-02,5.00,2026-03-23 08:23:17,BUAP
100745,1002,BUS-TEC-01,6.00,2026-03-23 08:24:53,TEC DE MONTERREY
100019,1003,BUS-IPN-01,5.50,2026-03-23 08:31:25,IPN
100296,1003,BUS-IPN-01,5.50,2026-03-23 12:15:30,IPN
100757,1002,BUS-TEC-02,6.00,2026-03-23 13:14:22,TEC DE MONTERREY
100815,1001,BUS-BUAP-02,5.00,2026-03-23 13:34:56,BUAP
100730,1003,BUS-IPN-01,5.50,2026-03-23 14:25:46,IPN
100215,1003,BUS-IPN-01,5.50,2026-03-23 14:53:55,IPN
100083,1001,BUS-BUAP-02,5.00,2026-03-23 17:36:56,BUAP
101103,1002,BUS-TEC-02,6.00,2026-03-23 18:03:17,TEC DE MONTERREY
101454,1004,BUS-TEC-01,10.00,2026-03-23 18:05:10,NINGUNA
100431,1002,BUS-TEC-02,6.00,2026-03-23 18:21:26,TEC DE MONTERREY
100015,1002,BUS-TEC-01,6.00,2026-03-23 18:23:48,TEC DE MONTERREY
101195,1003,BUS-IPN-01,5.50,2026-03-23 19:10:11,IPN
100747,1001,BUS-BUAP-02,5.00,2026-03-24 07:26:49,BUAP
101363,1004,BUS-BUAP-01,10.00,2026-03-24 07:30:48,NINGUNA
100796,1002,BUS-TEC-02,6.00,2026-03-24 07:42:02,TEC DE MONTERREY
100494,1003,BUS-IPN-01,5.50,2026-03-24 08:10:58,IPN
101185,1004,BUS-BUAP-01,10.00,2026-03-24 08:18:44,NINGUNA
100754,1002,BUS-TEC-01,6.00,2026-03-24 08:19:59,TEC DE MONTERREY
100403,1003,BUS-IPN-01,5.50,2026-03-24 08:29:40,IPN
101500,1003,BUS-IPN-02,5.50,2026-03-24 08:39:53,IPN
100707,1004,BUS-TEC-02,10.00,2026-03-24 08:41:33,NINGUNA
101024,1003,BUS-IPN-02,5.50,2026-03-24 08:47:47,IPN
101035,1004,BUS-BUAP-02,10.00,2026-03-24 11:50:44,NINGUNA
100209,1004,BUS-TEC-02,10.00,2026-03-24 12:54:05,NINGUNA
100900,1001,BUS-BUAP-01,5.00,2026-03-24 13:14:01,BUAP
101405,1004,BUS-IPN-02,10.00,2026-03-24 13:22:03,NINGUNA
101133,1001,BUS-BUAP-02,5.00,2026-03-24 13:46:14,BUAP
100441,1003,BUS-IPN-02,5.50,2026-03-24 14:18:02,IPN
100673,1003,BUS-IPN-02,5.50,2026-03-24 14:35:24,IPN
100566,1004,BUS-IPN-02,10.00,2026-03-24 14:48:35,NINGUNA
101200,1001,BUS-BUAP-01,5.00,2026-03-24 19:41:23,BUAP
100509,1003,BUS-IPN-02,5.50,2026-03-24 20:39:02,IPN
100577,1003,BUS-IPN-01,5.50,2026-03-25 07:09:06,IPN
101486,1001,BUS-BUAP-02,5.00,2026-03-25 07:10:56,BUAP
100143,1003,BUS-IPN-01,5.50,2026-03-25 07:18:53,IPN
100708,1001,BUS-BUAP-02,5.00,2026-03-25 07:43:55,BUAP
101280,1003,BUS-IPN-02,5.50,2026-03-25 07:56:23,IPN
100667,1002,BUS-TEC-02,6.00,2026-03-25 08:23:29,TEC DE MONTERREY
100961,1001,BUS-BUAP-01,5.00,2026-03-25 08:53:46,BUAP
100882,1004,BUS-BUAP-01,10.00,2026-03-25 12:03:28,NINGUNA
100440,1003,BUS-IPN-02,5.50,2026-03-25 13:12:08,IPN
100610,1002,BUS-TEC-01,6.00,2026-03-25 13:23:12,TEC DE MONTERREY
100572,1004,BUS-TEC-01,10.00,2026-03-25 13:27:03,NINGUNA
101413,1001,BUS-BUAP-02,5.00,2026-03-25 13:42:10,BUAP
100753,1002,BUS-TEC-02,6.00,2026-03-25 13:56:04,TEC DE MONTERREY
100980,1004,BUS-IPN-02,10.00,2026-03-25 13:56:19,NINGUNA
100951,1003,BUS-IPN-01,5.50,2026-03-25 14:20:14,IPN
101291,1002,BUS-TEC-01,6.00,2026-03-25 14:23:07,TEC DE MONTERREY
100569,1003,BUS-IPN-01,5.50,2026-03-25 14:31:28,IPN
100002,1003,BUS-IPN-01,5.50,2026-03-25 14:44:13,IPN
100868,1003,BUS-IPN-01,5.50,2026-03-25 14:47:57,IPN
100177,1001,BUS-BUAP-02,5.00,2026-03-25 17:42:43,BUAP
101130,1001,BUS-BUAP-02,5.00,2026-03-25 19:32:09,BUAP
101210,1001,BUS-BUAP-02,5.00,2026-03-25 19:37:08,BUAP
100505,1001,BUS-BUAP-02,5.00,2026-03-25 19:56:07,BUAP
101091,1001,BUS-BUAP-01,5.00,2026-03-26 07:02:39,BUAP
100983,1004,BUS-TEC-02,10.00,2026-03-26 07:09:07,NINGUNA
100690,1001,BUS-BUAP-02,5.00,2026-03-26 07:14:00,BUAP
100069,1001,BUS-BUAP-02,5.00,2026-03-26 07:18:37,BUAP
100465,1001,BUS-BUAP-01,5.00,2026-03-26 07:54:19,BUAP
100715,1001,BUS-BUAP-02,5.00,2026-03-26 08:04:30,BUAP
101028,1001,BUS-BUAP-01,5.00,2026-03-26 08:12:51,BUAP
101000,1002,BUS-TEC-02,6.00,2026-03-26 08:13:30,TEC DE MONTERREY
100058,1002,BUS-TEC-02,6.00,2026-03-26 08:23:35,TEC DE MONTERREY
100061,1004,BUS-BUAP-01,10.00,2026-03-26 08:24:32,NINGUNA
100348,1002,BUS-TEC-01,6.00,2026-03-26 08:35:13,TEC DE MONTERREY
100040,1002,BUS-TEC-02,6.00,2026-03-26 08:41:14,TEC DE MONTERREY
100032,1004,BUS-BUAP-02,10.00,2026-03-26 08:51:40,NINGUNA
100719,1001,BUS-BUAP-02,5.00,2026-03-26 08:55:57,BUAP
100907,1004,BUS-TEC-01,10.00,2026-03-26 08:58:44,NINGUNA
101113,1004,BUS-IPN-01,10.00,2026-03-26 13:06:44,NINGUNA
100516,1004,BUS-TEC-01,10.00,2026-03-26 13:08:35,NINGUNA
101331,1001,BUS-BUAP-02,5.00,2026-03-26 13:16:40,BUAP
101377,1002,BUS-TEC-02,6.00,2026-03-26 13:43:33,TEC DE MONTERREY
100832,1003,BUS-IPN-01,5.50,2026-03-26 13:53:16,IPN
101172,1003,BUS-IPN-01,5.50,2026-03-26 14:03:24,IPN
100984,1004,BUS-IPN-01,10.00,2026-03-26 14:09:45,NINGUNA
101330,1001,BUS-BUAP-01,5.00,2026-03-26 17:45:19,BUAP
100551,1001,BUS-BUAP-01,5.00,2026-03-26 17:53:24,BUAP
100298,1004,BUS-IPN-01,10.00,2026-03-26 18:32:07,NINGUNA
100196,1003,BUS-IPN-02,5.50,2026-03-26 19:02:32,IPN
101212,1004,BUS-BUAP-01,10.00,2026-03-26 19:38:17,NINGUNA
100320,1003,BUS-IPN-02,5.50,2026-03-27 07:05:00,IPN
101366,1003,BUS-IPN-02,5.50,2026-03-27 07:08:08,IPN
101438,1004,BUS-BUAP-02,10.00,2026-03-27 07:31:08,NINGUNA
101148,1004,BUS-IPN-02,10.00,2026-03-27 07:53:03,NINGUNA
100330,1001,BUS-BUAP-01,5.00,2026-03-27 08:09:44,BUAP
101150,1001,BUS-BUAP-01,5.00,2026-03-27 08:11:08,BUAP
100275,1001,BUS-BUAP-02,5.00,2026-03-27 08:11:37,BUAP
100371,1002,BUS-TEC-01,6.00,2026-03-27 08:16:56,TEC DE MONTERREY
100725,1001,BUS-BUAP-02,5.00,2026-03-27 08:32:51,BUAP
101007,1001,BUS-BUAP-01,5.00,2026-03-27 08:35:01,BUAP
100111,1004,BUS-BUAP-01,10.00,2026-03-27 08:55:43,NINGUNA
100312,1003,BUS-IPN-01,5.50,2026-03-27 13:06:24,IPN
100833,1004,BUS-BUAP-02,10.00,2026-03-27 14:19:27,NINGUNA
100866,1004,BUS-IPN-01,10.00,2026-03-27 14:24:14,NINGUNA
100154,1004,BUS-BUAP-02,10.00,2026-03-27 14:30:48,NINGUNA
101445,1004,BUS-TEC-01,10.00,2026-03-27 14:31:58,NINGUNA
100645,1003,BUS-IPN-01,5.50,2026-03-27 14:54:05,IPN
101284,1001,BUS-BUAP-02,5.00,2026-03-27 14:56:23,BUAP
100042,1004,BUS-TEC-02,10.00,2026-03-27 18:12:05,NINGUNA
100663,1002,BUS-TEC-02,6.00,2026-03-27 19:23:49,TEC DE MONTERREY
100947,1001,BUS-BUAP-01,5.00,2026-03-27 19:49:43,BUAP
100756,1004,BUS-IPN-01,10.00,2026-03-28 07:07:16,NINGUNA
100723,1004,BUS-IPN-02,10.00,2026-03-28 07:11:03,NINGUNA
100901,1004,BUS-BUAP-02,10.00,2026-03-28 07:33:25,NINGUNA
100051,1001,BUS-BUAP-02,5.00,2026-03-28 07:58:13,BUAP
100720,1001,BUS-BUAP-02,5.00,2026-03-28 08:11:02,BUAP
100949,1001,BUS-BUAP-02,5.00,2026-03-28 08:17:26,BUAP
100400,1003,BUS-IPN-01,5.50,2026-03-28 08:18:45,IPN
100563,1003,BUS-IPN-01,5.50,2026-03-28 08:42:56,IPN
100820,1004,BUS-TEC-01,10.00,2026-03-28 08:56:16,NINGUNA
100966,1002,BUS-TEC-01,6.00,2026-03-28 12:31:28,TEC DE MONTERREY
100344,1003,BUS-IPN-02,5.50,2026-03-28 13:11:44,IPN
101460,1003,BUS-IPN-02,5.50,2026-03-28 13:22:35,IPN
100091,1001,BUS-BUAP-01,5.00,2026-03-28 13:23:04,BUAP
100076,1001,BUS-BUAP-01,5.00,2026-03-28 13:25:05,BUAP
100459,1002,BUS-TEC-02,6.00,2026-03-28 13:36:07,TEC DE MONTERREY
100274,1002,BUS-TEC-02,6.00,2026-03-28 13:49:41,TEC DE MONTERREY
100216,1002,BUS-TEC-01,6.00,2026-03-28 14:23:59,TEC DE MONTERREY
100653,1003,BUS-IPN-01,5.50,2026-03-28 14:26:04,IPN
100224,1002,BUS-TEC-02,6.00,2026-03-28 14:46:25,TEC DE MONTERREY
100812,1002,BUS-TEC-02,6.00,2026-03-28 14:46:27,TEC DE MONTERREY
101016,1004,BUS-TEC-02,10.00,2026-03-28 14:46:55,NINGUNA
100235,1003,BUS-IPN-01,5.50,2026-03-28 14:49:21,IPN
100392,1001,BUS-BUAP-02,5.00,2026-03-28 14:58:14,BUAP
101276,1001,BUS-BUAP-01,5.00,2026-03-28 18:13:29,BUAP
100468,1001,BUS-BUAP-02,5.00,2026-03-28 18:18:40,BUAP
100438,1001,BUS-BUAP-01,5.00,2026-03-28 19:22:30,BUAP
100442,1003,BUS-IPN-01,5.50,2026-03-28 19:59:16,IPN
100727,1004,BUS-IPN-02,10.00,2026-03-29 06:55:20,NINGUNA
100096,1003,BUS-IPN-02,5.50,2026-03-29 07:07:52,IPN
100117,1003,BUS-IPN-01,5.50,2026-03-29 07:09:36,IPN
100162,1001,BUS-BUAP-02,5.00,2026-03-29 07:18:42,BUAP
100363,1004,BUS-IPN-01,10.00,2026-03-29 07:49:55,NINGUNA
100861,1003,BUS-IPN-01,5.50,2026-03-29 07:54:44,IPN
100700,1001,BUS-BUAP-02,5.00,2026-03-29 08:02:42,BUAP
100339,1003,BUS-IPN-02,5.50,2026-03-29 08:08:52,IPN
100439,1004,BUS-BUAP-01,10.00,2026-03-29 08:39:02,NINGUNA
101433,1001,BUS-BUAP-02,5.00,2026-03-29 08:46:43,BUAP
100251,1001,BUS-BUAP-02,5.00,2026-03-29 08:50:14,BUAP
100140,1003,BUS-IPN-01,5.50,2026-03-29 08:56:02,IPN
101181,1004,BUS-BUAP-02,10.00,2026-03-29 10:19:30,NINGUNA
101143,1002,BUS-TEC-02,6.00,2026-03-29 11:57:26,TEC DE MONTERREY
101179,1004,BUS-BUAP-02,10.00,2026-03-29 13:00:18,NINGUNA
100267,1004,BUS-BUAP-02,10.00,2026-03-29 13:23:57,NINGUNA
100321,1001,BUS-BUAP-01,5.00,2026-03-29 13:24:29,BUAP
101492,1004,BUS-TEC-01,10.00,2026-03-29 13:35:22,NINGUNA
100527,1001,BUS-BUAP-02,5.00,2026-03-29 13:59:26,BUAP
101178,1002,BUS-TEC-02,6.00,2026-03-29 14:14:36,TEC DE MONTERREY
100361,1002,BUS-TEC-01,6.00,2026-03-29 14:15:15,TEC DE MONTERREY
101365,1004,BUS-IPN-02,10.00,2026-03-29 14:39:47,NINGUNA
101428,1001,BUS-BUAP-01,5.00,2026-03-29 19:05:58,BUAP
100338,1003,BUS-IPN-02,5.50,2026-03-29 19:07:55,IPN
100236,1002,BUS-TEC-01,6.00,2026-03-30 07:02:09,TEC DE MONTERREY
100809,1001,BUS-BUAP-02,5.00,2026-03-30 07:04:39,BUAP
101030,1002,BUS-TEC-01,6.00,2026-03-30 07:36:59,TEC DE MONTERREY
100377,1004,BUS-IPN-02,10.00,2026-03-30 07:37:26,NINGUNA
100552,1001,BUS-BUAP-02,5.00,2026-03-30 07:40:50,BUAP
101001,1001,BUS-BUAP-02,5.00,2026-03-30 07:42:45,BUAP
101201,1002,BUS-TEC-02,6.00,2026-03-30 08:04:42,TEC DE MONTERREY
100484,1001,BUS-BUAP-02,5.00,2026-03-30 08:11:34,BUAP
100498,1004,BUS-IPN-02,10.00,2026-03-30 08:13:35,NINGUNA
100259,1004,BUS-IPN-02,10.00,2026-03-30 08:13:57,NINGUNA
100036,1004,BUS-IPN-02,10.00,2026-03-30 08:28:42,NINGUNA
100003,1001,BUS-BUAP-01,5.00,2026-03-30 13:02:24,BUAP
100234,1002,BUS-TEC-01,6.00,2026-03-30 13:19:38,TEC DE MONTERREY
100550,1003,BUS-IPN-01,5.50,2026-03-30 13:32:39,IPN
101151,1003,BUS-IPN-01,5.50,2026-03-30 13:38:33,IPN
100047,1003,BUS-IPN-01,5.50,2026-03-30 13:51:06,IPN
100332,1004,BUS-BUAP-02,10.00,2026-03-30 13:54:27,NINGUNA
101443,1003,BUS-IPN-02,5.50,2026-03-30 14:27:46,IPN
100778,1002,BUS-TEC-02,6.00,2026-03-30 14:30:01,TEC DE MONTERREY
101077,1002,BUS-TEC-02,6.00,2026-03-30 14:34:46,TEC DE MONTERREY
100628,1004,BUS-BUAP-02,10.00,2026-03-30 14:47:52,NINGUNA
100640,1003,BUS-IPN-02,5.50,2026-03-30 14:56:42,IPN
100824,1002,BUS-TEC-02,6.00,2026-03-30 14:59:23,TEC DE MONTERREY
100198,1002,BUS-TEC-02,6.00,2026-03-30 17:30:14,TEC DE MONTERREY
100059,1002,BUS-TEC-02,6.00,2026-03-30 18:19:26,TEC DE MONTERREY
100680,1002,BUS-TEC-01,6.00,2026-03-30 19:18:05,TEC DE MONTERREY
100788,1004,BUS-TEC-01,10.00,2026-03-31 07:00:21,NINGUNA
100591,1002,BUS-TEC-02,6.00,2026-03-31 07:07:31,TEC DE MONTERREY
101167,1004,BUS-IPN-01,10.00,2026-03-31 07:08:49,NINGUNA
100150,1001,BUS-BUAP-02,5.00,2026-03-31 07:20:41,BUAP
100892,1002,BUS-TEC-02,6.00,2026-03-31 07:26:12,TEC DE MONTERREY
100685,1004,BUS-BUAP-02,10.00,2026-03-31 07:26:57,NINGUNA
100617,1002,BUS-TEC-02,6.00,2026-03-31 07:34:13,TEC DE MONTERREY
100893,1003,BUS-IPN-02,5.50,2026-03-31 07:56:45,IPN
101456,1001,BUS-BUAP-01,5.00,2026-03-31 08:01:45,BUAP
101076,1001,BUS-BUAP-01,5.00,2026-03-31 08:10:56,BUAP
100133,1004,BUS-IPN-02,10.00,2026-03-31 08:30:42,NINGUNA
100136,1002,BUS-TEC-02,6.00,2026-03-31 08:31:00,TEC DE MONTERREY
100272,1001,BUS-BUAP-02,5.00,2026-03-31 08:36:57,BUAP
100324,1001,BUS-BUAP-02,5.00,2026-03-31 10:31:30,BUAP
100671,1003,BUS-IPN-01,5.50,2026-03-31 11:49:26,IPN
101469,1003,BUS-IPN-01,5.50,2026-03-31 13:02:04,IPN
101221,1001,BUS-BUAP-01,5.00,2026-03-31 13:03:50,BUAP
101384,1001,BUS-BUAP-01,5.00,2026-03-31 13:15:36,BUAP
100053,1002,BUS-TEC-02,6.00,2026-03-31 13:31:49,TEC DE MONTERREY
100500,1002,BUS-TEC-02,6.00,2026-03-31 13:58:59,TEC DE MONTERREY
100152,1001,BUS-BUAP-02,5.00,2026-03-31 14:24:30,BUAP
101373,1003,BUS-IPN-01,5.50,2026-03-31 14:29:15,IPN
100148,1004,BUS-BUAP-02,10.00,2026-03-31 17:25:12,NINGUNA
100586,1004,BUS-TEC-01,10.00,2026-03-31 18:28:02,NINGUNA
100594,1003,BUS-IPN-01,5.50,2026-03-31 19:16:02,IPN
100741,1001,BUS-BUAP-02,5.00,2026-03-31 20:14:33,BUAP
101230,1003,BUS-IPN-02,5.50,2026-04-01 07:25:34,IPN
101399,1004,BUS-TEC-02,10.00,2026-04-01 07:53:14,NINGUNA
101095,1004,BUS-BUAP-02,10.00,2026-04-01 07:58:44,NINGUNA
100849,1002,BUS-TEC-02,6.00,2026-04-01 08:15:46,TEC DE MONTERREY
100964,1001,BUS-BUAP-02,5.00,2026-04-01 08:27:20,BUAP
101129,1002,BUS-TEC-02,6.00,2026-04-01 08:48:11,TEC DE MONTERREY
101431,1003,BUS-IPN-02,5.50,2026-04-01 13:22:02,IPN
100637,1004,BUS-IPN-02,10.00,2026-04-01 13:26:35,NINGUNA
100601,1002,BUS-TEC-01,6.00,2026-04-01 13:29:00,TEC DE MONTERREY
100530,1002,BUS-TEC-01,6.00,2026-04-01 13:48:55,TEC DE MONTERREY
101097,1003,BUS-IPN-01,5.50,2026-04-01 13:58:13,IPN
100847,1001,BUS-BUAP-02,5.00,2026-04-01 14:18:46,BUAP
100517,1002,BUS-TEC-01,6.00,2026-04-01 14:26:04,TEC DE MONTERREY
100917,1003,BUS-IPN-02,5.50,2026-04-01 14:38:40,IPN
101354,1004,BUS-TEC-02,10.00,2026-04-01 14:51:32,NINGUNA
100034,1002,BUS-TEC-02,6.00,2026-04-02 07:07:23,TEC DE MONTERREY
